Species,Mantis,date,Trial,Phylo,calibration,Food,lights,Notes,Machine Learning,Digitized,Frames to Extract (if necessary),Extracted,R notes,Ecomorph,Coxa_length,Femur_Length,Tibia_length,Body_length,PP_dist_cm_st,PP_dist_cm_at,PP_dist_cm_ttpc,PP_angle_st,PP_angle_at,PP_angle_ttpc,BD_dist_cm,BD_veloc_cm/s,Percent_lunge,Percent Arm,Coxa_angle,Coxa_AV,Coxa_dist,Coxa_LV,Femur_angle,Femur_AV,Femur_dist,Femur_LV,Tibia_angle,Tibia_AV_min,TIB_AV_max,Tibia_dist,Tibia_LV_min,Tibia_LV_max,Tibia_expansion,Tibia_expansion_velocity_min,Tibia_expansion_velocity_max,TTPC Approach,TTPC Sweep,Approach Time,TTP_COA,TTP_COD,TTP_FEA,TTP_FED,TTP_TIBA,TTP_TIBD,TTP_TIBE,AT_COA,AT_FEA,AT_TIBA,AT_MxCOAV,AT_MxFEAV,AT_MxTIBAV,AT_MnTIBAV,ST_MxCOAV,ST_MxFEAV,ST_MxTIBAV,ST_Mn_TIBAV,CF_lateral_disp,FT_lateral_disp,tib_lateral_disp,B_Tibia_angle,TTP_B.TIBA,TIB SYNC,BD_app,BD_Swp,PPD_m_app,PPD_m_swp,IJC.cf.mn,IJC.cf.sd,IJC.cf.sl,IJC.cf.R2,IJC.ct.mn,IJC.ct.sd,IJC.ct.sl,IJC.ct.R2,IJC.ft.mn,IJC.ft.sd,IJC.ft.sl,IJC.ft.R2,Coxa start,Femur start,Tib start,Max. Volume
Stagmomantis limbata,AZ07,9/9/22,3,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,220-300,,complete,Generalist,1.463719249,1.678976531,0.842282729,1.995161948,3.919143046,4.007464782,3.225645564,157.5466445,155.4093989,150.3987215,1.908271714,72.51053468,49.95497786,92.1261937,124.4573632,5064.346949,2.689630717,98.34195359,130.0518285,5686.970782,2.625848156,114.0842081,114.4385092,-8601.859687,4919.234549,1.446314611,-108.4003623,65.40182361,2.568776039,-90.73670876,96.76293181,0.039,0.033,0.006,0.039,0.041,0.047,0.041,0.032,0.032,0.037,25.18946391,12.43586775,61.84063307,4502.167932,1688.993641,17690.26934,-4750.548824,5064.346949,5686.970782,7759.46705,-8601.859687,0.601053443,1.79540579,2.246112573,103.8308876,0.033,0.472222222,0.060678077,2.23220698,0.088321736,-1.504842961,2.00E-15,22.8121761,0.95810124,0.777448125,1.49E-16,36.49776321,-0.005169702,3.97E-05,-3.45E-16,33.39107586,-0.304757588,0.163027728,25.8437394,26.13272133,53.70743926,0.915578639
Stagmomantis limbata,AZ07,9/9/22,4,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,70-140,,complete,Generalist,1.196542392,1.80766791,0.767421679,1.920038061,3.944247751,3.965002553,2.644395495,138.1427008,139.7782221,149.074514,2.028195117,82.481737,64.74536514,123.6757016,128.7236825,5591.154261,2.827749684,268.2534821,128.1805777,4571.54166,2.754771551,83.46626198,101.5947349,-17889.60404,4808.806946,1.242443736,-148.8364034,38.78157788,3.059372591,-55.74821539,82.2799322,0.049,0.036,0.013,0.05,0.045,0.059,0.045,0.119,0.035,0.049,30.13781113,12.29711296,46.01780724,3941.305807,1612.758481,9869.188218,-1958.431601,5591.154261,4571.54166,4808.806946,-17889.60404,0.592609772,1.665127199,2.038284406,115.5392515,0.033,0.619047619,0.190835692,1.915130889,0.020754802,-3.036185471,-1.36E-15,12.72367287,0.915663241,0.919023893,-1.49E-15,18.26940157,0.455860777,0.577058278,8.85E-17,22.22220295,0.384349684,0.37424244,23.96105929,20.07974776,52.02221544,0.716163628
Stagmomantis limbata,AZ07,9/11/22,5,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,150-220,,complete,Generalist,1.159088829,1.749147276,0.898147336,1.977384963,2.560504861,2.445813134,2.226239898,123.7095973,126.9912729,124.6623904,0.812872674,1.236009158,9.792006191,32.77040407,51.30280721,205.3339678,1.144204698,2.937978706,81.13833836,-518.2646434,1.858610765,-9.98899838,103.2480184,-251.9588299,-251.9588299,1.375412089,-4.683704708,-4.683704708,1.426023602,-7.679240234,-7.679240234,0.042,0.021,0.021,0.057,0.048,0.059,0.048,-0.026,0.027,0.04,18.66597356,7.91099373,81.66102366,1170.562701,3934.562903,3388.271758,-16246.78225,1239.848418,2725.613768,2833.095259,-4236.29269,0.563642143,1.705117664,1.653884263,72.88630306,0.033,0.363636364,0.176558215,-0.176558215,-0.114691727,0.114691727,3.70E-16,12.11499043,1.22183831,0.750918027,1.82E-15,28.98494386,-0.758088033,0.168572797,-4.05E-15,26.26501783,-0.737629529,0.317292455,70.96382645,44.06034242,36.81560243,0.722599676
Stagmomantis limbata,AZ02,9/11/22,1,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,70 - 240,,complete,Generalist,1.346100278,1.868764424,0.889604218,1.943842182,3.253139157,3.274382626,2.596867042,122.365698,122.343453,127.7721971,1.108282089,26.92921609,32.70673905,98.96850276,109.1837984,2138.614403,2.491423059,50.93944976,120.161945,3907.376788,2.765506302,91.94824126,87.50621562,-4849.218284,2496.307155,1.384712198,-73.18143398,41.41590359,2.797135373,-52.88067228,75.92668742,0.13,0.03,0.1,0.139,0.102,0.144,0.102,0.121,0.085,0.1,44.42490184,11.66916732,47.72421425,1519.052437,509.8176363,7029.731303,-1884.947289,2138.614403,3907.376788,2496.307155,-4849.218284,0.475144719,1.256682809,1.379369808,118.5408024,0.12,2.105263158,0.43512459,0.950976001,0.021243469,-1.034293514,-6.59E-16,12.69738233,0.981526692,0.901343813,-7.22E-16,22.67983487,0.292973951,0.203272402,-4.19E-16,24.93282964,0.121094157,0.037117655,14.43774677,12.99792486,41.07705045,0.786523259
Stagmomantis limbata,AZ02,9/11/22,2,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,125 - 245,,complete,Generalist,1.307556933,1.932991518,0.864093694,1.847363973,3.218399389,3.37795799,3.184761164,109.9769132,114.270689,128.5060392,0.606450201,27.08270788,19.45942763,107.4174931,106.6148269,2861.987605,2.176194274,68.49364458,121.037559,4714.805747,2.558324534,103.4163534,135.6487083,-6981.769651,6690.365255,1.757208264,-86.61717153,69.2726689,2.935090934,-87.08829277,112.2244127,0.039,0.022,0.017,0.049,0.044,0.053,0.044,0.034,0.032,0.041,41.6877165,11.41421043,80.40097235,2810.46935,1058.812104,6690.365255,-10761.18692,2861.987605,4714.805747,4496.477736,-6981.769651,1.016610506,2.040644165,1.902190914,131.6545927,0.03,1.147058824,0.010156588,1.102637451,0.159558601,-1.174718564,6.10E-16,12.77363959,1.121658355,0.905654081,-7.78E-15,45.83648346,-0.217895161,0.02736343,4.51E-15,44.32020066,-0.336484383,0.090649212,9.765527767,8.79766983,46.2013246,0.942161141
Stagmomantis limbata,AZ02,9/11/22,3,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,250 - 380,,complete,Generalist,1.312784915,1.849880194,0.871150218,1.780872345,3.961351249,3.950717928,2.523647624,136.2032761,138.4347181,139.3227715,1.6426021,61.10657747,41.83789951,88.01819999,97.89896931,3770.10277,2.039571824,87.16460175,118.4864315,4722.003735,2.413477166,105.2546046,115.9301835,-6820.134412,3473.534803,1.389906344,-79.14781869,39.2516507,2.356319235,-77.38779103,99.63340161,0.049,0.039,0.01,0.048,0.046,0.057,0.046,0.038,0.039,0.046,8.337211405,11.33757535,53.09558824,1198.108664,4781.465959,3555.456963,-589.0778058,3770.10277,4722.003735,3473.534803,-6820.134412,0.52063986,1.240840571,1.2587094,134.2746232,0.039,1.121212121,-0.033047646,2.304146206,-0.010633321,-2.013395229,-5.40E-16,13.32444762,1.073413174,0.887057169,9.29E-15,37.30710532,-0.146715152,0.018372617,-5.71E-15,35.16834137,-0.339382003,0.12769707,41.86210755,32.3571009,55.26023171,0.600518215
Stagmomantis limbata,AZ02,9/11/22,4,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,50-115,,complete,Generalist,1.26391039,1.816581611,0.833264147,1.755492128,3.942341705,3.815049957,2.2670863,124.1237728,124.239529,129.7875202,1.862257257,61.60064261,44.68378505,76.32256795,110.8483867,2741.312247,2.491118777,62.12672585,120.2060639,3189.367882,2.416176365,63.11231075,116.5744429,-3754.802305,4679.825137,1.508627456,-45.234971,57.58781973,2.207833385,-48.30422186,65.05982017,0.042,0.032,0.01,0.053,0.053,0.059,0.053,0.213,0.213,0.045,22.55594474,10.82479845,75.12526376,2157.688289,1711.866032,2433.044443,-1148.321075,3507.708086,3650.6297,17539.72375,-3754.802305,0.75839478,1.39464001,1.535286209,108.709807,0.03,0.822222222,0.198773965,1.063806271,-0.127291748,-2.510886389,-1.51E-15,13.21316836,0.960194631,0.842704279,8.51E-16,35.23245812,-0.039114683,0.001248834,1.02E-15,34.38176215,-0.233994527,0.048896732,33.02741771,20.65475948,56.0990171,0.563193796
Stagmomantis limbata,AZ02,9/11/22,5,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",fly was a bit above the mantis,yes,yes,125-180,,complete,Generalist,1.19027865,1.933434939,0.74565758,1.70780219,4.131083119,4.156071431,2.883933082,106.4525827,106.8098452,113.8051079,1.287880655,33.29456616,31.7671739,65.43421918,95.10158058,1575.207998,1.901465508,31.38177164,104.3206202,1868.414187,1.897259449,33.02995829,64.70402455,-1136.280103,1108.076252,1.018146107,-14.48996792,14.61084481,1.589254249,-14.54301083,28.76695863,0.056,0.048,0.008,0.078,0.079,0.079,0.079,0.244,0.245,0.067,11.11139592,9.613789816,28.84234979,939.0987091,990.4196505,985.2619196,-5087.890566,1575.207998,1868.414187,4276.588585,-1136.280103,0.684810321,1.679468712,1.726899508,54.45996289,0.022,2.457627119,0.06460969,1.068243346,0.024988312,-2.969492963,-3.37E-15,8.846172906,0.942512954,0.918429957,1.81E-16,18.07438666,0.068625294,0.01409701,3.45E-15,18.16882996,-0.036070192,0.0037669,22.52919698,15.8210433,85.92149925,0.847768061
Stagmomantis limbata,AZ03,9/11/22,1,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",missing videos? didnt see folder in here,,,,,,Generalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stagmomantis limbata,AZ03,10/3/22,2,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on","strike immediately after miss, mantis still rocking",yes,yes,80-180,yes,complete,Generalist,1.506615673,2.006226656,0.916111884,2.112542844,1.786140859,2.061931659,2.01452131,125.0432402,132.8604223,134.0506379,0.1469296,28.21910507,8.11124609,202.2202393,112.5899996,2935.949915,2.645860786,65.77812213,147.717331,6178.271201,3.162180159,151.4772887,151.3861492,-9667.373171,3295.093529,2.104652948,-141.5073509,50.36695208,3.374479102,-144.6642665,155.3451779,0.041,0.015,0.026,0.055,0.058,0.06,0.058,0.042,0.045,0.051,46.47889573,13.59871785,116.5380514,2673.72911,1456.668181,3295.093529,-5726.724406,2935.949915,6178.271201,15826.81814,-9667.373171,0.804515533,1.903790305,2.187122922,152.7700677,0.041,0.759259259,-0.032437496,0.768727998,0.275790801,0.641280075,4.00E-16,17.39707951,1.301775152,0.91907248,-1.74E-15,47.84215439,-0.171893876,0.025515756,-2.54E-15,45.14800194,-0.288121322,0.132178441,20.62406327,15.22389588,62.08132694,1.04428198
Stagmomantis limbata,AZ03,10/3/22,3,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,80-170,yes,complete,Generalist,1.561676687,2.071118636,0.876616671,2.09746048,3.544296022,3.509634305,3.413862893,130.542894,127.5054262,118.9797239,0.546605024,36.99829236,14.6611205,117.3515043,103.1162985,3005.091429,2.55463184,79.9261068,150.3801099,6521.906393,3.228450517,158.2664538,155.2951811,-10441.23289,5180.871693,1.988612344,-145.4752417,63.95651749,3.176001165,-154.6424194,172.5342667,0.046,0.028,0.018,0.048,0.049,0.053,0.049,0.037,0.039,0.045,30.99085914,13.86621415,88.25898862,2332.836182,1161.383295,2631.730221,-490.384801,3005.091429,6521.906393,11374.34848,-10441.23289,0.621843833,1.461708485,1.708283749,132.9202274,0.041,0.523809524,0.106949971,0.843609495,-0.034661717,-0.351510765,-2.56E-15,17.09395795,1.452586807,0.921436183,-1.59E-15,44.68191706,-0.28494518,0.061961705,-1.19E-15,41.12525118,-0.342800135,0.205353272,32.08395107,18.73495312,85.7727617,0.962161641
Stagmomantis limbata,AZ03,10/3/22,4,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on","multiple strikes to grab fly, first one barely grabbed it, final strike digitized",yes,yes,375-510,yes,complete,Generalist,1.512379123,2.046087899,0.939730713,2.142124622,3.050028711,2.912837595,2.865131575,140.833089,137.4664276,138.1619518,0.405038347,43.27477577,13.51822959,114.2694014,36.04904033,1102.963464,0.88506198,34.93124453,77.72816167,3937.992027,1.957860678,109.6000345,138.6650482,-9018.572716,6325.600836,1.950446399,-116.343688,80.76234431,2.741553629,-111.4949658,121.6461116,0.02,0.005,0.015,0.04,0.034,0.044,0.034,0.028,0.029,0.032,16.02626812,6.77828548,99.39285369,1102.963464,2069.136231,8404.818944,-2998.752221,1101.738519,3937.992027,4037.342501,-9018.572716,1.070296574,2.499201617,2.696369951,124.4273115,0.01,2.6,0.107044841,1.017907291,-0.137191117,-0.821940143,-1.30E-15,9.900415291,2.175945077,0.890393879,-1.38E-15,49.72860124,0.128940221,0.001129359,8.14E-15,48.86318328,-0.313905546,0.035593177,96.29710533,66.59254601,73.35319661,2.004626285
Stagmomantis limbata,AZ01,10/3/22,1,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,"yes, calibration off in different views",yes,150-220,yes,complete,Generalist,1.293363303,1.813036689,0.750429108,2.021626652,2.420298739,2.413941184,1.970024707,125.999947,125.3180863,126.5637204,1.319710312,41.23304034,66.42568405,178.4464194,102.8849897,3947.025791,2.021311411,65.71682852,129.7724362,6627.23973,2.60890246,143.5178665,120.4567054,-8802.54553,3636.164054,1.374201367,-110.3090758,39.57182185,2.751279768,-110.1665374,137.9166902,0.049,0.034,0.015,0.041,0.045,0.044,0.045,0.029,0.035,0.041,25.22180254,12.43829318,82.55218,1952.518778,2909.519654,4474.657539,-1733.660781,3947.025791,6627.23973,3634.926243,-8802.54553,0.458982346,1.536236942,2.045228094,128.6227089,0.029,1.025,0.093659476,0.75277686,-0.006357555,-0.531441396,-3.24E-16,9.921463381,1.230524637,0.959314181,6.86E-16,35.52871909,0.30575299,0.10194668,4.30E-15,37.16059057,0.100989211,0.017555022,34.14164693,14.62634591,64.30450973,0.721478223
Stagmomantis limbata,AZ01,10/3/22,2,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",in threat display position at the start,yes,yes,150-250,,complete,Generalist,1.291765499,1.842169992,0.747578509,2.053485081,2.331774496,2.305683948,2.03884285,123.4831394,121.9882193,126.9495766,1.067701284,33.78651534,47.95804198,154.2514566,101.7464929,4030.108013,1.967007193,66.94110341,130.8690387,6372.284812,2.675658607,135.5116326,129.5464608,-7396.817268,3729.120081,1.365752438,-86.64244774,47.22384873,2.684997466,-81.55211636,130.6543788,0.046,0.031,0.015,0.041,0.044,0.045,0.044,0.028,0.032,0.04,25.00791251,12.27488254,93.7077174,1769.166971,1979.231773,6533.24105,-1365.518518,4030.108013,6372.284812,5844.458647,-7396.817268,0.675543361,1.564221662,2.055813137,149.1439761,0.029,0.918918919,0.120282704,1.059596389,-0.026090548,-0.666429077,8.26E-16,9.303075021,1.285839095,0.964033124,4.60E-15,42.98446715,-0.172076681,0.021990398,1.15E-15,41.57762515,-0.258271108,0.084961468,33.88590945,13.92150877,66.63256448,0.730565285
Stagmomantis limbata,AZ03,10/5/22,5,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,80-160,,complete,Generalist,1.463147332,2.117301991,0.98184439,2.221031553,3.304128545,3.043872575,2.504102545,140.6465346,146.1634846,143.973064,0.604929118,52.85118492,18.116823,117.8346363,101.4836849,3050.802288,2.172428997,61.36080624,133.188302,4970.531523,3.084756777,149.6739152,130.5434585,-9682.130887,4209.148458,2.178091356,-178.305396,78.75030829,3.491991013,-177.9350667,157.1575477,0.037,0.019,0.018,0.05,0.053,0.056,0.053,0.039,0.043,0.046,29.67363156,11.86767529,68.24219176,2641.244637,1404.814266,4209.148458,-5654.696949,3050.802288,4970.531523,4061.334248,-9682.130887,0.645368365,1.188882377,1.532000803,152.0440983,0.044,0.846153846,0.113375084,1.457444729,-0.26025597,-0.144923014,-3.51E-16,16.0866142,1.338301984,0.909122963,1.71E-16,41.71508178,0.208268735,0.034775997,1.17E-15,42.32890054,-0.062456656,0.00616133,45.06695526,25.43981016,54.13068408,0.854841029
Stagmomantis limbata,AZ04,10/5/22,1,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,180-280,,complete,Generalist,1.42897349,1.842834992,0.895839334,2.07220723,2.696419392,2.415796376,1.788335102,161.680378,168.7519954,169.1743604,0.845294544,4.36984333,31.43078738,126.3083564,86.45908601,663.8037957,1.815063448,22.31952649,84.14117841,331.9848708,2.067448601,23.57881379,115.8520901,-1849.193966,-227.6139158,1.414761435,-8.75891542,-1.28413363,1.961216635,-6.224688041,6.501207583,0.053,0.022,0.031,0.091,0.061,0.071,0.061,-0.004,0.072,0.07,40.69061006,10.20513739,103.4047673,2241.50225,599.8802343,7034.749511,-2024.759833,2251.033343,3297.71013,1792.48749,-8932.965251,0.771486562,1.471168166,1.808813038,99.32532341,0.036,0.166666667,0.306986878,-0.294173272,-0.280623016,0.239864002,-3.62E-15,16.90562583,1.011099874,0.783122218,-2.97E-15,23.65415746,-0.438840014,0.257854805,-4.74E-16,20.12136753,-0.514661098,0.462981929,68.08043726,42.82604892,141.7486384,1.066305298
Stagmomantis limbata,AZ04,10/5/22,2,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,200-315,,complete,Generalist,1.308465528,1.899604703,0.912858483,2.166054321,2.960968377,2.921417929,2.524145579,162.1147189,154.952999,131.9898759,1.386282384,35.96252154,46.94916058,140.4554234,114.4199623,2482.948182,2.157071558,51.78627334,138.1892142,4338.724876,2.514041737,85.10969434,147.8368598,-8707.878924,3031.237913,1.914388729,-125.813449,40.58591197,2.822893673,-129.1669774,96.18682129,0.082,0.05,0.032,0.074,0.086,0.083,0.086,0.068,0.069,0.074,33.30346692,13.48466099,87.42740983,1767.741612,844.9307818,1134.745552,-518.9877441,2482.948182,4338.724876,3031.237913,-11767.62306,0.744464322,1.73898495,1.818180473,113.8912877,0.072,1.153846154,0.208139181,1.316395276,-0.039550448,-0.456354931,1.24E-15,18.6872688,1.148169072,0.876478697,-5.27E-15,38.40086813,0.089236701,0.010048433,-5.41E-15,38.22332836,-0.100529827,0.019181013,45.49555234,24.02421229,79.31183333,1.153520487
Stagmomantis limbata,AZ04,10/5/22,3,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,215-315,,complete,Generalist,1.342733994,1.924639183,0.804782171,1.955173418,2.969090275,2.971199697,2.173247364,148.1582036,145.8596101,146.3342552,0.923388811,25.05107842,31.7718062,121.1360473,135.2615999,3304.590688,2.735591963,73.78505466,132.6083695,5121.397785,2.594230101,117.556749,114.9963298,-5759.013302,5192.78763,1.396837627,-66.28035639,65.84679123,2.845448066,-34.53100943,98.26710917,0.044,0.035,0.009,0.05,0.049,0.057,0.049,0.033,0.033,0.045,30.50400217,12.87595291,59.67157509,3304.590688,2755.316648,6125.221811,77.15801599,3304.590688,5121.397785,4593.429301,-5759.013302,0.760833874,1.596963905,1.964330901,125.6116099,0.033,1.2,0.065377075,1.124280153,0.002109422,-0.82133703,1.81E-15,16.39684076,1.025091497,0.902863578,4.38E-15,36.6967003,0.011692636,0.00024138,5.86E-16,35.26074729,-0.193517867,0.076952285,16.69363868,13.32650415,51.18887784,0.872984693
Stagmomantis limbata,AZ04,10/5/22,4,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,350-460,,complete,Generalist,1.317597379,1.77550802,0.931590931,1.886576352,2.52169912,2.394015557,1.794281421,170.1001891,144.7693683,137.1105402,1.112224953,12.39820347,43.35270146,112.1971777,112.2056711,1611.082898,2.260972428,20.96672507,105.6025825,1270.509773,2.352731642,30.34943341,39.90934201,-554.0046383,1884.509144,0.675547501,-7.594747797,26.01245111,1.85000526,-10.8610685,20.0104937,0.31,0.059,0.251,0.335,0.329,0.358,0.329,0.26,0.259,0.34,51.66116315,10.44605875,39.43792313,1620.517654,732.7123479,2262.086922,-275.1188495,1807.457791,1270.509773,1210.396104,-554.0046383,0.514015845,1.262547325,1.096478581,97.74403087,0.275,0.819047619,0.363101013,0.759239709,-0.127683563,-0.417087113,-5.44E-16,9.269937109,1.09888588,0.932365728,5.34E-17,8.681828935,-0.284671613,0.513313707,-5.92E-16,6.501764018,-0.297696897,0.727046246,34.51037034,24.50873667,75.32985227,0.705255763
Stagmomantis limbata,AZ04,10/5/22,5,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,120-205,,complete,Generalist,1.293776424,1.88200014,0.774527467,1.938159404,3.561529695,2.9007076,1.658846426,162.8051855,157.4597749,154.1359709,1.673507327,147.1593683,41.52479923,72.22671732,129.121181,1936.381388,2.934748647,150.7880883,110.7019678,9566.917908,2.29218029,101.9768736,135.7003479,-5879.502573,2499.791649,1.866937078,-107.9307068,29.56098922,2.327169019,-25.6339965,129.0874571,0.139,0.04,0.099,0.156,0.273,0.169,0.273,0.274,0.263,0.242,43.59153183,11.05077919,92.35113694,3756.736873,731.809763,5509.914969,-1200.163864,1936.381388,9566.917908,2499.791649,-5879.502573,1.208324177,2.53107687,2.601569263,114.2293202,0.245,1.360655738,0.406704693,0.839817542,-0.660822096,-0.790839048,-7.81E-16,13.76549477,0.894687584,0.886631052,6.33E-15,35.51054284,-0.036312042,0.00193213,5.84E-16,35.5333929,-0.022119295,0.000647258,25.92287816,20.8985187,54.9558228,2.315713856
Stagmomantis limbata,AZ01,10/7/22,3,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,360-425,,complete,Generalist,1.291355174,1.853559482,0.846086967,1.962995215,2.675018305,2.616863922,2.11639488,136.3003953,134.997708,139.9082579,1.02670937,49.8655524,37.79115078,148.9393289,106.9855541,4312.516628,1.993523984,69.85333192,131.4437557,5014.836672,2.741955569,118.6143893,141.4403265,-15026.29948,4467.01583,1.920380291,-234.1721218,57.52868535,3.089146448,-236.2014394,133.6541186,0.04,0.029,0.011,0.043,0.044,0.047,0.044,0.036,0.038,0.041,25.30949414,12.40845078,73.56548725,3250.508157,1852.229223,4467.01583,-289.1444849,4312.516628,5014.836672,4467.01583,-15026.29948,0.566486244,1.952393708,2.447816571,134.6069534,0.038,0.975,0.087856267,1.037261273,-0.058154384,-0.090786231,-4.15E-17,16.17033315,1.088437136,0.887731443,3.00E-16,35.90901722,0.504397982,0.25614357,4.97E-15,40.3823557,0.21003102,0.059269159,43.99069031,17.26953611,56.0172716,0.863533717
Stagmomantis limbata,AZ01,10/7/22,4,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,240-315,,complete,Generalist,1.361697816,1.796777575,0.875188256,1.898646486,3.302287455,3.243867479,2.197702965,138.2330889,137.4779467,143.5050868,1.096716349,41.47582182,32.94100528,120.6990749,103.0431868,3894.664838,2.160464578,78.97248017,121.1072314,5012.976485,2.881666922,144.1859077,148.1726433,-12629.58748,5218.949846,1.91157852,-177.4760011,83.08614572,3.142992937,-152.0591053,152.3472807,0.044,0.035,0.009,0.045,0.049,0.048,0.049,0.036,0.04,0.043,19.29053167,11.85998438,71.39992917,2398.960821,1536.903069,5218.949846,-4511.696476,3894.664838,5012.976485,11976.01302,-12629.58748,0.440912742,1.804818743,2.376513301,142.9836318,0.036,1.028571429,0.042995656,1.173146917,-0.058419975,-1.067548329,-1.65E-15,17.69463755,1.109955311,0.85599906,-5.41E-15,46.37346573,0.163536084,0.018441014,7.45E-16,46.00486379,-0.185047346,0.033982947,44.36021348,20.03562542,52.29763876,0.827051879
Stagmomantis limbata,AZ01,10/7/22,5,Stagmomantis_limbata_MN031,Lego_cal_15_point.csv,Blue Bottle Fly,"IR, Spotlight on",,yes,yes,440-500,,complete,Generalist,1.331898823,1.820130074,0.921080916,1.783277781,2.452275387,2.339831476,1.400954156,125.4193219,128.7393885,141.0104048,1.006088866,58.05494128,40.28946859,136.9887852,86.69775271,3831.54383,1.95580303,83.79769571,103.7240506,5248.678271,2.370178729,127.3179946,121.4961826,-11196.59413,5593.762358,1.66760613,-158.3399539,77.64490708,2.321807011,-134.0548871,135.6035366,0.026,0.018,0.008,0.031,0.032,0.035,0.032,0.021,0.021,0.026,29.94223238,9.323475823,87.96066321,3831.54383,1837.630339,5649.292483,-2531.419487,3831.54383,5248.678271,4253.921715,-11196.59413,0.451973529,1.770352266,2.213359252,120.3591364,0.023,1,0.160746041,1.245568679,-0.112443911,-0.417483304,4.80E-16,12.38414476,1.18720996,0.912692859,-1.48E-15,39.53989785,-0.32963772,0.073267125,3.74E-16,35.71632354,-0.483909904,0.243834289,45.86063926,20.94097641,82.21883788,0.992818666
Chopardiella pouliani,CP04,6/7/22,2,Oxyopsis_sp._MN294,Lego calibration Frames 12 point update.csv,Red Runner,"IR, Spotlight on",Underneath,manual,,80 - 165,,complete,Generalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chopardiella pouliani,CP04,6/7/22,3,Oxyopsis_sp._MN294,Lego calibration Frames 12 point update.csv,Red Runner,"IR, Spotlight on",,manual,,20 - 80,,complete,Generalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chopardiella pouliani,CP04,6/10/22,4,Oxyopsis_sp._MN294,Lego calibration Frames 12 point update.csv,Maggot,"IR, Spotlight on",,yes,,0 - 200,,complete,Generalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
